,data,labels,generalisation,group
4085,What is the Islamic counterpart to the Red Cross ?,1,ID,train
4086,Why does tuberculosis afflict people ?,2,ID,train
4087,Who loved Flash Gordon besides Dale ?,3,ID,train
4088,What is tyvek ?,2,ID,test
4089,What do humans catch zoonose diseases from ?,1,ID,test
4090,How did Asia get its name ?,2,ID,train
4091,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,1,ID,train
4092,For what disease is the drug Sinemet used as a treatment ?,1,ID,train
4093,What are three ways in which wind is created on the earth ?,1,ID,train
4094,What gender is not allowed to vote in Kuwait ?,1,ID,train
4095,How many inches over six feet is Tom Selleck ?,5,ID,test
4096,What is the name of the disease that actress Hunter Tylo 's baby girl has ?,1,ID,train
4097,Who 's the only president buried in Washington,3,ID,train
4098,How much could you rent a Volkswagen bug for in 1966 ?,5,ID,train
4099,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,3,ID,train
4100,"What is the mean income of the top 10% , top 5% , and top 1% ?",5,ID,train
4101,What can I do to get into an Ivy League school ?,2,ID,train
4102,What film did Louise Fletcher win the best actress Oscar for ?,1,ID,test
4103,"What 1950 film won seven Oscars , including best picture ?",1,ID,train
4104,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,5,ID,train
4105,How much do tuberculosis combatting drugs cost ?,5,ID,train
4106,President Bush compared Saddam Hussein to whom ?,3,ID,test
4107,What 's the name of Pittsburgh 's baseball team ?,3,ID,test
4108,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,1,ID,train
4109,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?",3,ID,train
4110,Who created the character James Bond ?,3,ID,train
4111,What type of exercise burns the most calories ?,1,ID,train
4112,What is `` the only cigarette made with no leftovers '' ?,2,ID,train
4113,How many rows of whiskers does a cat have ?,5,ID,train
4114,What British general surrendered to the colonial army at Saratoga ?,3,ID,train
4115,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",2,ID,train
4116,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",1,ID,test
4117,What is the world population as of today ?,5,ID,train
4118,What is the history of Buffalo chicken wings ?,2,ID,test
4119,What is humidity ?,2,ID,test
4120,"What kind of creatures are black , yellow , and brown bullheads ?",1,ID,train
4121,What artist 's studio was the Bateau-Lavoir in Montmartre ?,3,ID,test
4122,How many words are there in the Spanish language ?,5,ID,train
4123,What is the chemical formula for napalm ?,1,ID,train
4124,What is yohimbine ?,2,ID,test
4125,What is `` Chicago Hope '' ?,2,ID,train
4126,How many members of a family could be drafted in the U.S. military during World War II ?,5,ID,test
4127,"Who wrote the song , `` Silent Night '' ?",3,ID,train
4128,What company is the largest Japanese ship builder ?,3,ID,train
4129,What is the average date when most malls begin putting up Christmas holiday decorations ?,5,ID,train
4130,How many characters are in the Chinese alphabet ?,5,ID,train
4131,Who wrote The Collector ?,3,ID,train
4132,Which major diamond producer is based in South Africa ?,3,ID,test
4133,Who was Samuel Johnsons 's friend and biographer ?,3,ID,test
4134,What kind of women gave Sigmund Freud erotic dreams ?,3,ID,validation
4135,What are the Cleveland Indians also called ?,1,ID,validation
4136,What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,1,ID,train
4137,How many hummingbird eggs could fit in one ostrich egg ?,5,ID,test
4138,"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?",3,ID,train
4139,Who played the father on `` Charles in Charge '' ?,3,ID,train
4140,What is the gestation period for human pregnancies ?,5,ID,test
4141,What are common methods used to regulate monopolies ?,1,ID,test
4142,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?,2,ID,train
4143,How long does the average domesticated ferret live ?,5,ID,validation
4144,Name the Islamic counterpart to the Red Cross .,1,ID,train
4145,What are the historical trials following World War II called ?,1,ID,test
4146,What is Margaret Thatcher known for ?,2,ID,validation
4147,What 's men 's par on a 455-yard golf hole ?,5,ID,train
4148,What four elements make up 90 percent of the human body ?,1,ID,train
4149,How many countries are there ?,5,ID,test
4150,Stuart Hamblen is considered to be the first singing cowboy of which medium ?,1,ID,train
4151,What is Steve Rogers 's profession when he 's not Captain America ?,3,ID,validation
4152,What is the most common cancer ?,1,ID,train
4153,Who are the top 10 richest people in the world ?,3,ID,test
4154,How do I contact Answers.com direct ?,2,ID,train
4155,What causes a person to have constantly sweaty hands and feet ?,2,ID,train
4156,What happened to Answers.com ?,2,ID,train
4157,What is the spectrum of a sine wave ?,2,ID,test
4158,What ethnic group introduced the idea of potlatch ?,3,ID,test
4159,What is a person 's socioeconomic position ?,2,ID,train
4160,What do you say to a friend who ignores you for other friends ?,2,ID,test
4161,How many yards are in 1 mile ?,5,ID,train
4162,What actor was the first man to appear on the cover of McCall 's ?,3,ID,validation
4163,What Cruise Line does Kathie Lee Gifford advertise for ?,3,ID,train
4164,What does the name Jenna mean ?,2,ID,train
4165,Why do girls have to wear training bras ?,2,ID,train
4166,When was the first successful heart transplant for a human ?,5,ID,train
4167,How did Edith Bunker die ?,2,ID,train
4168,Define Spumante .,2,ID,test
4169,Name the Four Horsemen of the Apocalypse .,3,ID,train
4170,What are geckos ?,2,ID,train
4171,What is the name of a book written by Aaron Hass ?,1,ID,train
4172,What is cosmology ?,2,ID,validation
4173,How many watts make a kilowatt ?,5,ID,train
4174,What TV series features the adventures of a married couple named Jonathan and Jennifer ?,1,ID,train
4175,What female faith healer wrote the inspirational book I Believe in Miracles ?,3,ID,test
4176,Who was Jinnah ?,3,ID,test
4177,What did Esquire name Ash Hole of the Year for 1980 ?,1,ID,train
4178,What 's been the ruin of many a poor boy in New Orleans ?,1,ID,test
4179,What is habeas corpus ?,2,ID,train
4180,How do you use an intranet ?,2,ID,train
4181,What famous husband-and-wife team did radio ads for Blue Nun wine ?,3,ID,train
4182,How many times has Harold Stassen announced a drive for the White House ?,5,ID,train
4183,What are bottle caps with presidents ' pictures inside worth ?,5,ID,train
4184,"Why do USA fax machines not work in UK , NNP ?",2,ID,train
4185,What cigarette is `` a whole new world '' ?,1,ID,train
4186,Who tramped through Florida looking for the Fountain of Youth ?,3,ID,train
4187,"In 1990 , what day of the week did Christmas fall on ?",5,ID,train
4188,What is the name of the song that Dracula plays on the organ ?,1,ID,train
4189,What two animals are specifically mentioned as being in Noah 's Ark ?,1,ID,train
4190,What is federal income tax ?,2,ID,train
4191,What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?,3,ID,train
4192,"What disease plagued Europe , Africa and Asia ?",1,ID,train
4193,What card game can feature dealer 's choice ?,1,ID,train
4194,How many American soldiers are stationed in South Korea ?,5,ID,train
4195,What is a fear of failure ?,1,ID,test
4196,How many feet more than 2 is the average height of the Great Wall of China ?,5,ID,validation
4197,What was the verdict in the 1925 trial of John T. Scopes ?,2,ID,test
4198,What is the best way to travel in Japan ?,1,ID,train
4199,How long ago did the Anglican church part from the Vatican ?,5,ID,train
4200,How much did Lucy Van Pelt originally charge for psychiatric sessions ?,5,ID,train
4201,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?,3,ID,test
4202,When was the Parthenon built ?,5,ID,train
4203,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,1,ID,test
4204,What is a common dolphin ?,2,ID,train
4205,How is Answers.com funded ?,2,ID,train
4206,How long does a pig 's orgasm last ?,5,ID,test
4207,How many mountains have been named for Presidents in the continental USA ?,5,ID,train
4208,What are the unemployment statistics for the years 1965 and 1990 ?,5,ID,train
4209,Who is the one Independent Member of Congress ?,3,ID,train
4210,What is a society ruled by elders ?,3,ID,train
4211,What two presidents of the U.S. published books of poetry ?,3,ID,train
4212,Which of the Seven Dwarfs comes first alphabetically ?,3,ID,train
4213,What professional cricketer 's son wrote The War of the Worlds in 1898 ?,3,ID,test
4214,What condiment do the Dutch dip their French fries in ?,1,ID,validation
4215,Which comic strip was never turned into a Broadway musical ?,1,ID,test
4216,In what war was the first submarine used ?,1,ID,train
4217,How many inches apart are adjacent pins in tenpin bowling ?,5,ID,test
4218,How many miles of corridors are in The Pentagon ?,5,ID,train
4219,How do you find the area of a circle ?,2,ID,train
4220,"What English playwright penned : `` Where the bee sucks , so shall I '' ?",3,ID,train
4221,What do the red-and-white stripes on a barbershop pole stand for ?,2,ID,train
4222,Name the ship Beany and Cecil sailed .,1,ID,train
4223,How deep is a fathom ?,5,ID,test
4224,What was the `` Dead Man 's Hand '' ?,2,ID,validation
4225,What was Fred Astaire 's dancing partner 's name ?,3,ID,train
4226,How do I find a web address for a company ?,2,ID,train
4227,What is the highest number of home runs on record for any one game ?,5,ID,train
4228,What are some of Australia 's native flora ?,1,ID,train
4229,What heavyweight boxer was known as The Wild Bull of the Pampas ?,3,ID,test
4230,How many quarts of whole milk is needed to make one pound of butter ?,5,ID,train
4231,How old is the universe ?,5,ID,train
4232,When does the Bible say the seasons started ?,5,ID,train
4233,What animal has been called The Poor Man 's Cow ?,1,ID,train
4234,Where did the marriage ceremony come from ?,2,ID,test
4235,What Morris West novel deals with Russian bishop who becomes Pope ?,1,ID,validation
4236,The Olympic Games in which year allowed Nadia Comaneci to become popular ?,5,ID,validation
4237,What TV talk-show host lends his name to a line of men 's clothing ?,3,ID,train
4238,What soft drink held a national flavor poll in 1967 ?,1,ID,train
4239,Colin Powell is famous for what ?,2,ID,test
4240,The Jewish alphabet is known as what ?,1,ID,train
4241,What is a fear of home surroundings ?,1,ID,train
4242,How many people die of tuberculosis yearly ?,5,ID,train
4243,What is a specimen of basidiomycetes ?,2,ID,train
4244,Who invented the electric guitar ?,3,ID,train
4245,What are faults in the earth 's crust ?,2,ID,train
4246,What was an `` Asiento '' ?,2,ID,train
4247,What kind of greeting is appropriate to send on Yom Kippur ?,2,ID,train
4248,How hot should the oven be when baking Peachy Oat Muffins ?,5,ID,train
4249,What is dextropropoxyphen napsylate ?,2,ID,train
4250,What Don McLean song laments the day Buddy Holly died ?,1,ID,test
4251,What is Srpska Krajina ?,2,ID,test
4252,How was the Kennedy money made ?,2,ID,train
4253,What was the orca 's name that died of a fungal infection at Sea World ?,1,ID,train
4254,Who is the President of Pergament ?,3,ID,train
4255,What does Esa-Pekka Salonen look like ?,2,ID,validation
4256,"What cereal goes `` snap , crackle , pop '' ?",1,ID,train
4257,How did water appear on the earth ?,2,ID,train
4258,What does Robert mean ?,2,ID,train
4259,How do anti-locking brakes work ?,2,ID,train
4260,What colors is magenta made of ?,1,ID,test
4261,How does the chain of command work inside an US army Apache helicopter ?,2,ID,train
4262,Which medium is Hamblen the first singing cowboy in ?,1,ID,train
4263,What is the name of Jamiroquai new album ?,1,ID,train
4264,What is a hormone ?,2,ID,train
4265,What American naval officer broke Japan 's isolationist policy in 1853 ?,3,ID,train
4266,What is fellatio ?,2,ID,train
4267,What characteristics contribute to its `` intelligence '' ?,2,ID,train
4268,What significant battle was fought in Belgium in 1815 ?,1,ID,validation
4269,Which police department made the all-time biggest cocaine bust in Ventura County ?,3,ID,train
4270,Who gave us the `` Rolling Writer '' ?,3,ID,train
4271,How were the days of the week named ?,2,ID,test
4272,Who wrote The Secret Life of Walter Mitty ?,3,ID,test
4273,What 1965 film had Jack Lemmon portraying a cartoonist ?,1,ID,train
4274,What is fiber in food ?,2,ID,train
4275,What 's the traditional drink at the Kentucky Derby ?,1,ID,train
4276,Who is the head of the World Bank ?,3,ID,train
4277,"Why do some jets have a vapor trail , and others do not ?",2,ID,train
4278,What is a fear of childbirth ?,1,ID,validation
4279,How many people does Honda employ in the U.S. ?,5,ID,test
4280,What species was Winnie the Pooh ?,1,ID,train
4281,How much calcium should an adult female have daily ?,5,ID,train
4282,What is the most popular last name ?,3,ID,train
4283,What does an ashen-faced eidologist search out the existence of ?,1,ID,train
4284,Who moderated the first Kennedy-Nixon TV debate ?,3,ID,train
4285,Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?,3,ID,train
4286,What is the S&P 500 used for ?,2,ID,test
4287,What does `` Philebus-like '' mean ?,2,ID,validation
4288,When was Nostradamus born ?,5,ID,train
4289,What are the ingredients of Coca-Cola ?,1,ID,train
4290,Who 's the only U.S. president to have won a Pulitzer Prize ?,3,ID,train
4291,What is nuclear proliferation ?,2,ID,validation
4292,Who was Maria Theresa ?,3,ID,train
4293,Why do you say `` God bless you '' when people sneeze ?,2,ID,train
4294,What is the population of the largest Chilean city,5,ID,train
4295,What is Larry King 's occupation ?,3,ID,validation
4296,Who invented `` The Muppets '' ?,3,ID,train
4297,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",2,ID,train
4298,Who are cartoondom 's Super Six ?,3,ID,train
4299,What does `` E Pluribus Unum '' on the penny mean ?,2,ID,train
4300,What 's the difference between TFT and dual-scan display ?,2,ID,test
4301,What fool is not so wise To lose an oath to win a paradise ?,3,ID,train
4302,What is the English meaning of caliente ?,2,ID,train
4303,What does the word `` opera '' mean ?,2,ID,train
4304,How tall was the animated Frankenstein,5,ID,train
4305,How do you ask questions ?,2,ID,train
4306,How can you become an FBI agent ?,2,ID,train
4307,What is the world 's best selling cookie ?,1,ID,validation
4308,How many miles is it from NY to Austria ?,5,ID,train
4309,Where did the energy for the Big Bang come from ?,2,ID,test
4310,How big is the universe actually ?,5,ID,train
4311,What is the difference between the Koran and The Bible ?,2,ID,train
4312,What monarch signed the Magna Carta ?,3,ID,validation
4313,What 's the U.S. Navy hymn ?,1,ID,test
4314,How many sides does a heptagon have ?,5,ID,train
4315,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,1,ID,train
4316,What is idealab ! ?,2,ID,train
4317,What toy can you make sleep ?,1,ID,train
4318,What caused the division between the Anglicans and the Vatican ?,2,ID,train
4319,What corporation does Madonna advertise for ?,3,ID,train
4320,Why was Curious George curious ?,2,ID,test
4321,How did U.S.A become involved in the Barbary Wars,2,ID,test
4322,What store does Martha Stewart advertise for ?,3,ID,validation
4323,What do you know about multicultural and multilingual schools ?,2,ID,train
4324,What is the origin of U.S. Army sergeant 's stripes ?,2,ID,train
4325,How old was Sir Edmund Hillary when he climbed Mt. Everest ?,5,ID,test
4326,What are some science fair projects for 8th graders ?,1,ID,validation
4327,Which police department made the largest cocaine seizure ever in Ventura County ?,3,ID,train
4328,What color is the eight-ball in pocket billiards ?,1,ID,train
4329,What was the first ready-to-eat breakfast cereal ?,1,ID,test
4330,What did Benny Carter play ?,1,ID,test
4331,What seven digits follow the area code in the number for long distance information ?,5,ID,train
4332,What Pope inaugurated Vatican International Radio ?,3,ID,train
4333,How many times more than 3,5,ID,train
4334,How many names are there for Eskimo people ?,5,ID,train
4335,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?",3,ID,train
4336,What shape-shifting menace did Rom come to Earth to fight ?,1,ID,train
4337,What causes headaches ?,2,ID,test
4338,Names of books by James A. Michener set in the following locations ?,1,ID,train
4339,When was the first stained glass window made ?,5,ID,test
4340,What company 's trademark was His Master 's Voice ?,3,ID,train
4341,What Pope inaugurated Vatican International Radio ?,3,ID,train
4342,What director made one silent and one sound version of The Ten Commandments ?,3,ID,train
4343,When did swimming become commonplace ?,5,ID,train
4344,Which presidents of the USA were Masons ?,3,ID,test
4345,Who was the tallest U.S. president ?,3,ID,train
4346,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,2,ID,train
4347,What character in The Beverly Hillbillies has the given names Daisy Moses ?,3,ID,test
4348,What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?,3,ID,train
4349,How many gallons of paint does it take to paint the Golden Gate Bridge ?,5,ID,test
4350,What president also became a supreme court justice ?,3,ID,train
4351,When does menstruation begin ?,5,ID,train
4352,What is the only modern language that capitalizes its singular first-person pronoun ?,1,ID,train
4353,"What is the claim to fame of Agra , India ?",2,ID,train
4354,What flag flies over Wake Island ?,1,ID,train
4355,How deep is a fathom ?,5,ID,train
4356,What Kennedy was married to Ethel ?,1,ID,train
4357,What is the most famous German word in the English language ?,1,ID,test
4358,Who was actress June Havoc 's legendary sister ?,3,ID,test
4359,What is widely used to detect birth defects ?,1,ID,train
4360,What is the chromosome number of an elephant ?,5,ID,train
4361,Who killed JFK ?,3,ID,train
4362,Who was the star witness at the Senate Watergate hearings ?,3,ID,test
4363,What is the Order of the Arrow in Boy Scouts ?,2,ID,train
4364,What are the five basic swimming strokes ?,1,ID,train
4365,Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?,3,ID,validation
4366,How old was George Washington when he died ?,5,ID,train
4367,What is the recipe or formula for Coca-Cola ?,1,ID,train
4368,Who made the rotary engine automobile ?,3,ID,test
4369,"What is the origin of the term `` blue moon , '' and how often do they occur ?",2,ID,train
4370,How many blacks served in the Vietnam War,5,ID,train
4371,What were the last names of gangsters Bonnie and Clyde ?,3,ID,validation
4372,What does a man suffering from diphallic terata have ?,1,ID,train
4373,Who invented panties ?,3,ID,test
4374,What is Pittsburgh 's baseball team called ?,3,ID,train
4375,What sport can a free-legged pacer compete in ?,1,ID,train
4376,What President had never held an elected office until he was elected to the White House ?,3,ID,test
4377,What are the diseases that can be cured by black cumin ?,1,ID,train
4378,What fruit does the ficus produce ?,1,ID,train
4379,Who is the richest person in the world ?,3,ID,train
4380,What is an aurora ?,2,ID,train
4381,How much time does the blinking of an eye take ?,5,ID,train
4382,What made the short-lived Star Hawks strip so unique ?,2,ID,train
4383,What 's the biggest-selling U.S. magazine aimed at a black audience ?,1,ID,train
4384,How deep is a fathom ?,5,ID,train
4385,What is the primary language of the Philippines ?,1,ID,train
4386,When did the use of `` the syringe '' first appear in medicinal history ?,5,ID,train
4387,What was the Long March in China ?,2,ID,train
4388,What international organization was founded by Clara Barton ?,3,ID,train
4389,What corporation does Madonna advertise for ?,3,ID,train
4390,What is the Islamic equivalent of the Red Cross ?,1,ID,train
4391,How many people visit the Pope each month ?,5,ID,train
4392,What month of the year is there no television in Iceland ?,5,ID,train
4393,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,1,ID,train
4394,Who is buried in the great pyramid of Giza ?,3,ID,train
4395,What is the current unemployment rate in the U.S. ?,5,ID,train
4396,When was the first railroad from the east coast to the west coast completed ?,5,ID,train
4397,How fast can a Corvette go ?,5,ID,train
4398,What do a diamond and lump of coal have in common ?,2,ID,train
4399,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,3,ID,train
4400,What effect does LSD have on the brain ?,2,ID,train
4401,What are the three most successful companies of our time ?,3,ID,train
4402,How much did a McDonald 's hamburger cost in 1963 ?,5,ID,train
4403,What is the name of the company that manufactures the `` American Girl '' doll collection ?,3,ID,train
4404,What is a horologist ?,2,ID,train
4405,What was the effect of the Yalta Conference ?,2,ID,validation
4406,How many were in attendance at the Last Supper ?,5,ID,train
4407,How long should you feed your puppy Purina Puppy Chow ?,5,ID,train
4408,What do the figures represent on the Easter Island ?,2,ID,validation
4409,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?",1,ID,train
4410,What is the name given to the Islamic counterpart of the Red Cross ?,1,ID,train
4411,How does a submarine operate ?,2,ID,train
4412,What is Michael Jackson 's father 's name ?,3,ID,test
4413,Who was the girl in Peter Sellers 's soup ?,3,ID,train
4414,What creative genius said : `` Everything comes to him who hustles while he waits '' ?,3,ID,train
4415,How is Paraguay for vacations ?,2,ID,train
4416,How many people did Randy Steven Craft murder ?,5,ID,test
4417,What do you call a section of your finger from one joint to another ?,1,ID,train
4418,"What happened on January 15 , 1969 ?",1,ID,train
4419,What Muhammad Ali maneuver was George Foreman the first victim of ?,1,ID,train
4420,How many small businesses are there in the United States ?,5,ID,test
4421,Who was Ben Casey 's boss ?,3,ID,train
4422,What multitalented Academy-award-winning director failed a college course in motion-picture production ?,3,ID,train
4423,What 's a Craps player called ?,1,ID,train
4424,When was the Berlin Wall erected ?,5,ID,train
4425,When was cigarette advertising banned on television and radio ?,5,ID,train
4426,What is the name of the game that Garry Kasparov plays ?,1,ID,test
4427,What Caribbean cult did Marcus Garvey originate ?,1,ID,train
4428,What is the most widely cultivated plant ?,1,ID,train
4429,What wild and crazy guy wrote a book called Cruel Shoes ?,3,ID,train
4430,What should the temperature be set at while baking Peachy Oat Muffins ?,5,ID,train
4431,What police force did Mack Sennett create ?,3,ID,train
4432,How many home runs did Babe Ruth hit in his lifetime ?,5,ID,train
4433,"Who was in Death of a Salesman original movie , not 1985 ?",3,ID,test
4434,How do I get a complete list of all the people that are living with the last name Kilvington ?,2,ID,train
4435,What is Dr. Ruth 's last name ?,3,ID,train
4436,What 's the world 's most common compound ?,1,ID,train
4437,How many colors are there in the spectrum ?,5,ID,test
4438,What 's the middle name of movie producer Joseph E. Levine ?,3,ID,train
4439,Define Sinn Fein .,2,ID,train
4440,What is in baby powder and baby lotion that makes it smell the way it does ?,2,ID,train
4441,What is probability theory ?,2,ID,train
4442,Who told all in Ball Four ?,3,ID,train
4443,What kind of car did Janis Joplin ask the Lord to buy her ?,1,ID,train
4444,Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?,3,ID,train
4445,When did French revolutionaries storm the Bastille ?,5,ID,train
4446,How can I look up someone 's E-mail address on the Internet ?,2,ID,validation
4447,How many men died building the Mackinaw Bridge ?,5,ID,validation
4448,How do you tell somebody you like them ?,2,ID,train
4449,What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?,3,ID,validation
4450,Who is the president of Bolivia ?,3,ID,train
4451,Who played the title role in The Romantic Englishwoman ?,3,ID,validation
4452,What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?,3,ID,train
4453,Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?,3,ID,train
4454,What is the shape of a football as stated in the NFL rulebook ?,1,ID,train
4455,What is the origin of thank you notes ?,2,ID,test
4456,Who used AuH2O as an election slogan ?,3,ID,test
4457,How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,5,ID,train
4458,What Shakespearean play featured Shylock ?,1,ID,train
4459,Which magazine is `` fine entertainment for men '' ?,1,ID,test
4460,Why do roosters sing at five o 'clock in the morning ?,2,ID,test
4461,What features of the African elephant are larger than those of the Indian elephant ?,2,ID,validation
4462,How many cullions does a male have ?,5,ID,train
4463,What painter popularized soup cans and Brillo soap pad boxes ?,3,ID,train
4464,Who played Lucas McCain on The Rifleman ?,3,ID,train
4465,Who was the only person convicted in the My Lai Massacre ?,3,ID,validation
4466,What words in the English have two u 's back to back ?,1,ID,test
4467,What do Hasidic Jews refrain from while dating ?,1,ID,train
4468,"What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?",3,ID,train
4469,What is the poetic meter of blank verse ?,2,ID,train
4470,Rotary engine cars were made by what company ?,3,ID,train
4471,Who was the lawyer who represented Randy Steven Craft ?,3,ID,validation
4472,What is the history of the soft drink Mr. Pibb ?,2,ID,train
4473,"Which is a real berry : blackberry , cranberry , raspberry , strawberry ?",1,ID,train
4474,What materials did the three little pigs use to build their houses ?,1,ID,train
4475,What part did Benjamin Franklin play in the development of the newspaper in America ?,3,ID,train
4476,When was Microsoft established ?,5,ID,train
4477,"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?",5,ID,test
4478,What is platinum ?,2,ID,validation
4479,Who is the prime minister of Australia ?,3,ID,train
4480,What did people use to freshen their breath before toothpaste ?,1,ID,train
4481,Which airplane was Fawaz Younis convicted of hijacking ?,1,ID,train
4482,How many soldiers were involved in the last Panama invasion by the United States of America ?,5,ID,train
4483,Describe the Long March .,2,ID,train
4484,What major league baseball team compiled the best won-lost record between 1957 and 1983 ?,3,ID,test
4485,How many propellers helped power the plane the Wright brothers flew into history ?,5,ID,train
4486,"Who died with more than 1 , 000 U.S. patents to his credit ?",3,ID,test
4487,What was the name of Randy Steven Craft 's lawyer ?,3,ID,train
4488,Who won the first general election for President held in Malawi in May 1994 ?,3,ID,train
4489,In what year did Joe DiMaggio compile his 56-game hitting streak ?,5,ID,test
4490,What year was the setting for American Graffiti ?,5,ID,test
4491,When did the art of quilting begin ?,5,ID,validation
4492,Why are eggs supposed to be stored small end down ?,2,ID,train
4493,What must be exceeded to produce a sonic boom ?,1,ID,train
4494,What is a fear of fish ?,1,ID,test
4495,How much did the Iran-Contra investigation cost ?,5,ID,train
4496,What does the double-O indicate in 007 ?,2,ID,train
4497,"What Argentine revolutionary fought with Castro and died in Bolivia in May , 1979 ?",3,ID,validation
4498,What 's known as The queen of Drinks ?,1,ID,train
4499,What famous comic strip character died of acne ?,3,ID,train
4500,What is an aortic abdominal aneurysm ?,2,ID,train
4501,What are chloroplasts ?,2,ID,train
4502,How many John Deere tractors have been manufactured ?,5,ID,train
4503,Who is Zebulon Pike ?,3,ID,test
4504,What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?,1,ID,train
4505,When did communist control end in Hungary ?,5,ID,train
4506,How do I legally make my own will and testament ?,2,ID,train
4507,How do you make the color purple ?,2,ID,train
4508,What beer 's name is translated as `` lion brew '' ?,1,ID,test
4509,What has been the most common Christian name of U.S. presidents ?,3,ID,train
4510,How many cherubs are there on a Trivial Pursuit board ?,5,ID,train
4511,How can I search for a word within my own webpage ?,2,ID,train
4512,How many people live in Chile ?,5,ID,train
4513,What sport do the Cleaveland Cavaliers play ?,1,ID,train
4514,"Why are sometimes your hands cold , but the rest of you isn 't ?",2,ID,train
4515,What English explorer discovered and named Virginia ?,3,ID,test
4516,What war added jeep and quisling to the English language ?,1,ID,train
4517,What people make up half the Soviet Union 's population ?,3,ID,train
4518,What money was used here ?,1,ID,test
4519,When did Charles Lindbergh die ?,5,ID,train
4520,How many athletes did Puerto Rico enter in the 1984 Winter Olympics ?,5,ID,train
4521,Who used to make cars with rotary engines ?,3,ID,test
4522,What are my legal rights in an automobile repossession in California ?,2,ID,train
4523,"What is the meaning of caliente , in English , ?",2,ID,validation
4524,What did Jack exchange with the butcher for a handful of beans ?,1,ID,validation
4525,Who was Buffalo Bill ?,3,ID,train
4526,What 's the shape of a camel 's spine ?,1,ID,train
4527,What type of currency is used in China ?,1,ID,train
4528,What is the temperature today ?,5,ID,train
4529,What is the temperature for cooking ?,5,ID,test
4530,What currency is used in Australia ?,1,ID,train
4531,What is the full form of .com ?,0,near-OOD,test
4532,What sprawling U.S. state boasts the most airports ?,4,near-OOD,train
4533,What is the highest waterfall in the United States ?,4,near-OOD,train
4534,Which two states enclose Chesapeake Bay ?,4,near-OOD,train
4535,What does the abbreviation AIDS stand for ?,0,near-OOD,test
4536,Where do the adventures of `` The Swiss Family Robinson '' take place ?,4,near-OOD,train
4537,What country do the Galapagos Islands belong to ?,4,near-OOD,validation
4538,What U.S. state lived under six flags ?,4,near-OOD,train
4539,Where is the Loop ?,4,near-OOD,train
4540,What country 's capital is Tirana ?,4,near-OOD,train
4541,Which city has the oldest relationship as a sister city with Los Angeles ?,4,near-OOD,validation
4542,What are the names of the tourist attractions in Reims ?,4,near-OOD,train
4543,What body of water does the Danube River flow into ?,4,near-OOD,train
4544,"What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .",4,near-OOD,train
4545,What is the nickname for the state of Mississippi ?,4,near-OOD,train
4546,What country did King Wenceslas rule ?,4,near-OOD,train
4547,What country 's national passenger rail system is called Via ?,4,near-OOD,train
4548,What U.S. state is Fort Knox in ?,4,near-OOD,train
4549,Where is the highest point in Japan ?,4,near-OOD,train
4550,Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,4,near-OOD,train
4551,What are the world 's four oceans ?,4,near-OOD,train
4552,Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,4,near-OOD,train
4553,Where can I find a list of `` classic '' books 5th and 6th graders should read ?,4,near-OOD,validation
4554,Where is the Orinoco ?,4,near-OOD,train
